id,loan_status,loan_amount,loan_term,interest_rate,installment,grade,verification_status,purpose,dti,inquiries,open_credit_lines,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
1031189,current,14125,60,19.42,369.69,e,verified,credit_card,22.78,1,13,0,75.1,47,2.0,rent,10.832102034099115
1030982,current,35000,60,21.28,952.39,f,verified,debt_consolidation,11.27,2,16,0,82.3,32,4.0,mortgage,11.695247021764184
1030283,current,6700,60,15.27,160.35,c,source verified,small_business,16.43,3,11,0,54.1,36,6.0,rent,10.165851817003619
977111,current,35000,60,11.71,773.44,b,verified,credit_card,19.9,0,13,0,66.6,33,10.0,mortgage,11.517913006481267
1030425,current,10500,60,19.42,274.81,e,verified,home_improvement,6.36,3,10,0,66.1,16,4.0,mortgage,10.819778284410283
1030384,current,20000,60,13.49,460.1,c,verified,debt_consolidation,25.23,0,7,0,75.0,20,4.0,own,11.225243392518447
1029654,current,20000,60,11.71,441.97,b,verified,debt_consolidation,6.11,0,5,0,38.7,15,7.0,mortgage,10.714417768752456
1029309,current,20000,60,15.96,485.94,c,verified,debt_consolidation,11.92,1,6,0,65.1,10,2.0,rent,11.300425073754498
1029304,current,4200,60,20.89,113.37,f,not verified,debt_consolidation,14.91,0,5,1,77.3,9,10.0,mortgage,11.26446410567173
1028903,current,28000,60,18.64,720.81,e,verified,other,17.76,1,8,0,14.9,21,1.0,mortgage,11.84939770159144
1028703,current,22400,60,18.25,571.87,d,verified,debt_consolidation,16.0,2,14,0,25.7,43,5.0,mortgage,10.839580911706463
1019316,current,30500,60,14.27,713.96,c,verified,debt_consolidation,17.2,0,8,0,62.5,29,10.0,mortgage,11.736069016284437
1028866,current,20000,60,14.27,468.17,c,source verified,debt_consolidation,24.5,0,22,0,58.0,60,1.0,rent,11.695247021764184
1028829,current,13200,60,13.49,303.67,c,verified,other,4.63,0,5,0,17.2,5,2.0,rent,10.668862367092954
1028222,current,14000,60,16.77,346.21,d,not verified,debt_consolidation,18.39,0,12,0,67.5,33,1.0,mortgage,11.589886506106357
1028145,current,16000,60,16.77,395.67,d,not verified,debt_consolidation,16.44,0,8,0,88.1,25,10.0,mortgage,11.695247021764184
1027861,current,5000,60,19.91,132.22,e,verified,other,24.76,1,10,0,99.9,33,2.0,mortgage,11.482548728311512
904606,current,16000,60,17.58,402.65,d,source verified,debt_consolidation,16.73,1,7,0,53.4,18,3.0,rent,10.373491181781864
1027372,current,12800,60,8.9,265.09,a,source verified,debt_consolidation,19.9,0,10,0,22.8,13,3.0,mortgage,10.82774645405946
1023170,current,32275,60,11.71,713.22,b,verified,debt_consolidation,18.12,0,7,0,63.3,16,2.0,rent,11.251560700835821
1026310,current,7800,60,9.91,165.39,b,verified,debt_consolidation,10.97,0,10,0,62.7,30,2.0,mortgage,10.819858281210454
897096,current,15600,60,17.58,392.59,d,verified,major_purchase,21.98,1,9,0,25.5,16,8.0,own,10.778956289890028
1017526,current,25000,60,10.65,539.21,b,verified,debt_consolidation,14.92,0,10,0,35.3,24,10.0,rent,11.27720313144916
1021832,current,7500,60,19.03,194.68,e,not verified,other,4.5,0,10,0,51.9,19,10.0,mortgage,11.918390573078392
997046,current,30400,60,21.28,827.22,f,verified,credit_card,7.42,3,10,0,85.7,36,3.0,mortgage,11.608235644774552
1024864,current,9600,60,16.77,237.4,d,verified,major_purchase,8.54,0,2,0,77.3,5,6.0,rent,11.002099841204238
1017039,current,15000,60,17.58,377.49,d,not verified,small_business,20.32,0,9,0,66.1,27,10.0,mortgage,10.778956289890028
1024670,current,30000,60,19.91,793.32,e,source verified,debt_consolidation,9.65,1,11,0,56.6,37,10.0,mortgage,12.061948201266008
993978,current,19000,60,16.77,469.86,d,verified,debt_consolidation,23.25,0,8,0,60.2,21,10.0,mortgage,10.714417768752456
915599,current,16000,60,18.64,411.89,e,verified,debt_consolidation,22.46,2,8,0,94.1,16,8.0,mortgage,10.736396675471232
1017853,current,13000,60,14.65,306.89,c,verified,debt_consolidation,12.3,1,4,0,71.6,11,7.0,mortgage,11.002099841204238
1023044,current,35000,60,12.42,786.01,b,source verified,home_improvement,10.38,0,12,0,63.3,28,9.0,mortgage,11.918390573078392
1022962,current,23000,60,14.27,538.4,c,verified,debt_consolidation,21.14,0,9,0,93.9,24,4.0,rent,11.198214720130528
1022731,current,30000,60,11.71,662.95,b,verified,debt_consolidation,12.27,0,11,0,40.8,29,1.0,mortgage,11.652687407345388
1022696,current,12000,60,8.9,248.52,a,source verified,credit_card,9.6,0,9,0,1.1,31,10.0,mortgage,11.002099841204238
942440,current,15000,60,17.27,374.97,d,not verified,debt_consolidation,14.83,1,11,0,59.3,30,10.0,mortgage,11.156250521031495
1022601,current,4600,60,17.27,115.0,d,not verified,debt_consolidation,24.23,0,15,0,52.6,24,3.0,rent,10.51867319162636
1022594,current,3000,60,15.27,71.8,c,not verified,other,4.5,2,15,0,19.3,25,8.0,rent,10.933178395737816
1018045,current,6000,60,19.03,155.75,e,verified,other,20.47,1,7,1,83.7,10,2.0,rent,10.555812738575819
1022317,current,12600,60,7.9,254.88,a,not verified,home_improvement,6.4,0,7,0,14.2,16,6.0,mortgage,10.778956289890028
1020317,current,20000,60,10.65,431.37,b,verified,debt_consolidation,29.63,0,7,0,57.5,14,10.0,mortgage,10.858998997563564
1021444,current,35000,60,22.06,967.86,f,verified,debt_consolidation,12.94,0,24,0,19.9,61,2.0,rent,11.884489021402711
1022176,current,15000,60,14.27,351.13,c,not verified,debt_consolidation,13.72,0,8,0,66.7,14,6.0,mortgage,11.461632170582678
1020047,current,14400,60,15.27,344.62,c,not verified,debt_consolidation,23.14,2,10,0,62.2,21,8.0,mortgage,10.819778284410283
1022002,current,35000,60,21.28,952.39,f,verified,debt_consolidation,8.12,1,5,0,89.4,20,10.0,mortgage,11.695247021764184
1021172,current,14400,60,17.27,359.98,d,verified,debt_consolidation,11.75,1,10,0,28.3,17,4.0,rent,10.434351070038627
1020936,current,35000,60,22.74,981.45,g,verified,house,24.0,0,14,0,71.4,35,10.0,mortgage,11.695247021764184
1005707,current,2000,60,18.64,51.49,e,source verified,debt_consolidation,7.89,1,7,0,62.7,9,1.0,rent,10.645424897265505
1018129,current,35000,60,20.89,944.71,f,verified,debt_consolidation,12.11,1,13,2,91.4,21,10.0,mortgage,11.982929094215963
1018175,current,30000,60,9.91,636.09,b,verified,house,9.05,0,11,0,5.8,25,10.0,mortgage,11.184421397998193
1020423,current,6600,60,17.27,164.99,d,source verified,wedding,0.41,0,8,0,11.8,9,1.0,rent,10.680516217076775
1020393,current,13500,60,7.9,273.09,a,verified,debt_consolidation,17.33,0,11,0,37.8,17,5.0,rent,10.203592144986466
985454,current,20000,60,16.77,494.59,d,verified,debt_consolidation,9.6,1,7,0,85.0,25,4.0,mortgage,11.27720313144916
1020142,current,25000,60,12.42,561.44,b,verified,debt_consolidation,13.34,2,9,0,63.7,26,10.0,mortgage,11.112447898373103
1018925,current,14000,60,8.9,289.94,a,verified,house,14.02,0,9,0,62.9,25,3.0,mortgage,11.918390573078392
1019046,current,6200,60,12.42,139.24,b,source verified,debt_consolidation,4.94,0,5,0,75.9,11,3.0,rent,10.555812738575819
1018962,current,6000,60,14.65,141.64,c,source verified,debt_consolidation,20.02,1,10,0,54.1,19,6.0,mortgage,10.819778284410283
1015527,current,12000,60,9.91,254.44,b,not verified,car,1.29,0,4,0,12.5,7,2.0,rent,10.596634733096073
1017797,current,25000,60,12.69,564.87,b,verified,small_business,20.88,0,7,0,32.2,18,4.0,rent,10.637248705981328
890375,current,35000,60,22.06,967.86,f,verified,debt_consolidation,21.55,0,10,0,99.6,22,5.0,rent,11.112447898373103
1008428,current,20000,60,14.27,468.17,c,verified,debt_consolidation,17.35,0,6,0,92.1,17,2.0,own,10.950806546816688
1018453,current,35000,60,12.42,786.01,b,source verified,debt_consolidation,6.78,0,10,0,60.4,26,1.0,mortgage,12.506177237980511
1016476,current,24800,60,14.27,580.53,c,verified,small_business,3.89,0,3,0,4.8,5,7.0,rent,11.461632170582678
1017659,current,17100,60,14.27,400.29,c,verified,credit_card,15.03,0,15,0,64.2,41,3.0,mortgage,11.451050061252142
986466,current,10575,60,11.71,233.69,b,verified,debt_consolidation,22.81,0,12,0,52.9,24,3.0,mortgage,10.819778284410283
1012582,current,4000,60,15.27,95.73,c,not verified,car,7.13,1,8,0,15.8,8,9.0,rent,9.862665558015873
1016351,current,21000,60,12.69,474.49,b,verified,small_business,13.92,2,6,0,82.6,23,10.0,mortgage,11.225243392518447
1016307,current,12000,60,14.27,280.91,c,source verified,debt_consolidation,22.85,0,11,0,64.0,24,5.0,rent,10.87993220723003
1016250,current,20000,60,14.27,468.17,c,verified,small_business,8.46,0,5,0,50.0,29,10.0,mortgage,11.532728092266408
1016084,current,24000,60,12.69,542.28,b,verified,small_business,17.8,2,16,0,31.7,28,5.0,mortgage,11.451050061252142
1016028,current,30000,60,22.35,834.55,f,source verified,debt_consolidation,7.26,0,12,0,51.4,36,1.0,rent,12.577636201962656
1015928,current,35000,60,12.42,786.01,b,verified,debt_consolidation,22.43,0,8,0,40.8,19,2.0,mortgage,11.021902468500418
989431,current,12000,60,17.27,299.98,d,source verified,debt_consolidation,14.11,0,3,0,91.9,11,2.0,rent,11.320553572322773
1013010,current,9325,60,11.71,206.07,b,verified,small_business,27.99,0,7,0,88.7,27,4.0,mortgage,10.736396675471232
1015868,current,20000,60,12.42,449.15,b,verified,debt_consolidation,9.54,1,18,0,2.5,53,2.0,mortgage,11.695247021764184
1015630,current,24000,60,17.58,603.98,d,source verified,debt_consolidation,14.83,0,17,0,70.1,54,5.0,mortgage,11.982929094215963
1015615,current,20000,60,18.64,514.86,e,verified,debt_consolidation,21.07,1,9,0,88.6,32,5.0,rent,10.950806546816688
1012796,current,17500,60,11.71,386.72,b,verified,house,15.15,0,9,0,1.5,17,3.0,mortgage,10.46310334047155
1015464,current,12000,60,13.49,276.06,c,source verified,debt_consolidation,23.66,0,7,0,71.7,21,10.0,mortgage,11.05089000537367
1015244,current,20000,60,11.71,441.97,b,source verified,other,6.51,0,8,0,3.1,20,2.0,rent,11.695247021764184
1015211,current,9375,60,21.67,257.18,f,not verified,debt_consolidation,14.59,3,32,0,24.9,40,7.0,mortgage,10.545341438708522
1014974,current,8300,60,14.65,195.94,c,verified,debt_consolidation,19.23,2,9,0,27.0,19,5.0,rent,10.778956289890028
1007227,current,21000,60,13.49,483.1,c,verified,house,7.51,3,5,0,29.1,11,10.0,mortgage,11.289781913656018
1014023,current,16000,60,12.69,361.52,b,source verified,debt_consolidation,21.48,0,7,0,65.1,10,1.0,rent,10.596634733096073
1012816,current,25000,60,16.77,618.23,d,verified,debt_consolidation,21.27,0,15,0,42.3,52,4.0,mortgage,10.874266469694353
1012353,current,14000,60,20.3,373.26,e,source verified,other,5.95,0,3,0,88.2,10,7.0,mortgage,10.757902880692196
1011585,current,35000,60,22.06,967.86,f,verified,debt_consolidation,21.81,1,23,0,48.8,47,10.0,mortgage,11.470017963958952
998229,current,20000,60,17.58,503.32,d,verified,debt_consolidation,20.61,0,5,0,73.8,9,3.0,rent,11.225243392518447
1010884,current,13600,60,17.27,339.98,d,verified,debt_consolidation,22.64,0,13,0,79.7,20,6.0,mortgage,10.839580911706463
1010801,current,15000,60,13.49,345.08,c,source verified,credit_card,12.05,0,7,0,67.2,50,7.0,mortgage,11.451050061252142
1010721,current,12375,60,13.49,284.69,c,verified,debt_consolidation,28.54,1,11,0,45.7,14,1.0,rent,10.645424897265505
1009419,current,22400,60,11.71,495.0,b,verified,debt_consolidation,29.25,0,13,0,47.0,24,10.0,mortgage,11.571194373094205
1009474,current,25000,60,18.25,638.25,d,source verified,house,5.85,0,11,0,50.8,23,7.0,mortgage,11.957611286231675
1008388,current,15000,60,12.42,336.86,b,source verified,car,8.83,0,5,0,84.7,11,8.0,rent,10.491274217438248
1008870,current,16000,60,12.42,359.32,b,verified,debt_consolidation,3.39,1,9,0,31.5,27,10.0,rent,11.678439903447801
1009343,current,16000,60,13.49,368.08,c,source verified,debt_consolidation,4.67,0,18,0,33.6,35,10.0,mortgage,11.472103470449973
978488,current,18000,60,10.65,388.23,b,verified,other,13.62,0,10,0,30.7,27,6.0,mortgage,10.596634733096073
1007441,current,16000,60,17.27,399.97,d,source verified,other,12.84,1,18,0,22.0,42,4.0,mortgage,12.100712129872347
1009024,current,12000,60,15.27,287.19,c,not verified,credit_card,11.65,1,4,0,97.4,6,4.0,rent,10.778956289890028
1008749,current,20000,60,14.65,472.14,c,source verified,home_improvement,9.03,3,10,0,16.4,16,5.0,mortgage,11.571194373094205
1003434,current,25000,60,10.65,539.21,b,verified,credit_card,22.47,0,17,0,28.4,41,4.0,own,10.555812738575819
1008593,current,12000,60,10.65,258.82,b,source verified,other,12.0,1,13,0,28.2,33,1.0,mortgage,11.184421397998193
1002396,current,30000,60,22.74,841.24,g,verified,debt_consolidation,16.56,1,15,0,64.8,25,3.0,mortgage,11.77528972943772
1007997,current,17725,60,11.71,391.7,b,verified,debt_consolidation,28.25,0,18,0,36.2,41,10.0,mortgage,10.950806546816688
983769,current,20000,60,18.25,510.6,d,verified,debt_consolidation,17.79,0,5,0,89.4,11,10.0,own,11.03488966402723
1007647,current,15000,60,13.49,345.08,c,source verified,wedding,1.17,1,5,0,15.3,7,1.0,rent,11.184421397998193
999666,current,33600,60,13.49,772.96,c,verified,debt_consolidation,17.6,2,12,0,61.9,33,5.0,rent,11.620846699187933
1007408,current,15000,60,17.58,377.49,d,verified,debt_consolidation,15.49,3,8,0,51.5,27,1.0,rent,11.082142548877775
928898,current,12600,60,19.42,329.77,e,source verified,credit_card,17.74,1,11,0,86.9,20,3.0,rent,10.915088464214607
1006771,current,5000,60,10.65,107.85,b,verified,car,22.53,0,13,0,46.0,37,10.0,mortgage,11.279731577802517
1000794,current,9400,60,14.27,220.04,c,source verified,debt_consolidation,24.15,1,13,0,45.6,24,1.0,mortgage,11.03488966402723
1006607,current,12600,60,12.69,284.7,b,verified,other,18.04,0,9,0,80.2,13,10.0,rent,11.075814879026519
1006097,current,24000,60,22.06,663.68,f,source verified,small_business,9.05,1,7,0,21.1,13,2.0,rent,11.420810176062423
1000124,current,2800,60,9.91,59.37,b,source verified,debt_consolidation,1.08,1,6,0,7.0,11,5.0,rent,10.410425629574926
1002729,current,12175,60,10.65,262.6,b,verified,debt_consolidation,15.5,1,10,0,40.3,33,10.0,mortgage,11.571194373094205
1003613,current,15000,60,16.77,370.94,d,verified,debt_consolidation,5.66,0,10,0,35.7,23,1.0,rent,11.385092093460344
880757,current,25000,60,12.42,561.44,b,verified,debt_consolidation,19.24,1,11,0,36.4,21,10.0,mortgage,11.127262984158243
928485,current,15850,60,13.49,364.63,c,verified,debt_consolidation,28.71,1,6,0,47.1,15,10.0,rent,10.596634733096073
1003267,current,3000,60,10.65,64.71,b,source verified,other,11.53,0,7,0,86.4,12,6.0,mortgage,11.407564949312402
1003229,current,35000,60,19.91,925.54,e,verified,debt_consolidation,20.21,2,13,0,73.1,31,10.0,mortgage,11.813030057420567
989598,current,6625,60,14.27,155.09,c,verified,debt_consolidation,24.68,3,8,0,72.0,26,6.0,mortgage,10.165659490817816
1002878,current,12800,60,12.42,287.46,b,source verified,other,19.46,0,19,0,43.3,44,1.0,mortgage,11.495779306135258
980552,current,14000,60,17.27,349.98,d,not verified,debt_consolidation,15.05,2,16,1,52.2,36,10.0,rent,11.251560700835821
1002556,current,12000,60,19.03,311.49,e,verified,medical,8.32,0,10,0,97.7,42,10.0,rent,11.84939770159144
1002518,current,20000,60,10.65,431.37,b,source verified,small_business,2.16,0,11,0,18.4,13,4.0,own,11.407564949312402
1001480,current,27000,60,10.65,582.35,b,verified,debt_consolidation,18.92,0,10,0,63.3,26,9.0,mortgage,11.033275458672687
999834,current,35000,60,20.89,944.71,f,source verified,debt_consolidation,9.56,1,16,0,33.2,44,10.0,own,11.253636467019666
1000497,current,14000,60,7.9,283.2,a,not verified,debt_consolidation,27.74,0,12,0,6.3,26,7.0,mortgage,10.87804719253426
971981,current,28000,60,14.27,655.44,c,verified,credit_card,19.86,0,22,0,32.2,48,1.0,rent,11.225243392518447
1000067,current,15000,60,16.77,370.94,d,verified,small_business,20.5,0,12,0,36.9,30,1.0,rent,11.184421397998193
1000007,current,5150,60,18.64,132.58,e,source verified,debt_consolidation,17.59,3,15,1,87.3,21,1.0,rent,10.462874742916549
999331,current,34000,60,19.91,899.1,e,verified,other,15.59,0,20,0,48.9,39,10.0,mortgage,12.400816722322686
999492,current,30000,60,13.49,690.15,c,verified,small_business,14.16,2,20,0,10.9,37,10.0,rent,11.002099841204238
998817,current,25000,60,14.65,590.17,c,verified,debt_consolidation,21.98,6,11,0,38.0,32,1.0,rent,11.156250521031495
998792,current,20000,60,23.91,574.32,g,verified,debt_consolidation,13.91,1,6,0,99.1,17,1.0,mortgage,11.407564949312402
998689,current,12800,60,18.64,329.51,e,source verified,debt_consolidation,12.0,1,11,0,48.3,21,10.0,mortgage,11.289781913656018
998694,current,27500,60,19.42,719.74,e,verified,small_business,8.01,0,7,0,49.8,23,7.0,rent,10.915088464214607
998313,current,13000,60,8.9,269.23,a,source verified,other,16.9,0,12,0,29.8,23,10.0,rent,10.46310334047155
995914,current,8575,60,10.65,184.95,b,not verified,credit_card,20.78,1,6,0,63.6,18,10.0,mortgage,10.757902880692196
995648,current,35000,60,12.69,790.82,b,verified,home_improvement,7.55,1,6,0,32.3,24,4.0,mortgage,11.918390573078392
980336,current,20000,60,10.65,431.37,b,source verified,debt_consolidation,22.38,0,6,0,51.1,7,5.0,rent,10.596634733096073
995714,current,24000,60,20.89,647.8,f,verified,debt_consolidation,6.76,3,8,0,84.7,15,6.0,mortgage,11.2708539037705
987047,current,35000,60,12.42,786.01,b,verified,debt_consolidation,19.0,0,11,0,54.7,28,10.0,mortgage,11.589886506106357
996048,current,30000,60,20.89,809.75,f,verified,home_improvement,9.94,1,6,0,81.5,22,10.0,mortgage,12.072518395501566
985811,current,15000,60,14.27,351.13,c,verified,debt_consolidation,16.5,0,5,0,48.7,15,10.0,mortgage,10.691944912900398
993542,current,30000,60,19.03,778.72,e,source verified,debt_consolidation,15.18,0,18,0,56.8,45,10.0,mortgage,11.918390573078392
978993,current,30000,60,12.42,673.72,b,source verified,debt_consolidation,18.1,0,8,0,76.8,38,10.0,mortgage,11.56171562913966
995327,current,14000,60,9.91,296.84,b,not verified,debt_consolidation,8.84,2,7,0,35.7,20,7.0,mortgage,11.166483697311525
977772,current,25000,60,19.03,648.93,e,source verified,debt_consolidation,18.65,0,6,0,87.9,14,10.0,own,10.700994748420316
889913,current,25000,60,10.65,539.21,b,source verified,debt_consolidation,15.38,0,10,0,50.5,22,2.0,mortgage,10.819778284410283
988571,current,25000,60,17.27,624.95,d,source verified,small_business,24.17,0,24,0,63.1,54,10.0,mortgage,11.84939770159144
994632,current,5750,60,14.27,134.6,c,verified,debt_consolidation,18.11,0,10,0,89.3,32,4.0,mortgage,10.896739325546411
994794,current,16000,60,17.27,399.97,d,source verified,small_business,1.94,1,8,0,29.1,16,3.0,mortgage,10.859844793623367
994699,current,15000,60,10.65,323.53,b,verified,home_improvement,17.04,1,19,0,3.8,28,10.0,mortgage,12.154779351142624
992446,current,7200,60,18.64,185.35,e,source verified,home_improvement,13.56,2,4,0,0.0,13,6.0,rent,10.308952660644293
994423,current,35000,60,16.77,865.52,d,source verified,debt_consolidation,2.95,0,2,0,88.4,11,10.0,mortgage,11.350406535472453
968482,current,13600,60,17.58,342.26,d,not verified,other,8.1,1,10,0,42.5,15,10.0,mortgage,11.3029449001823
991811,current,14400,60,17.58,362.39,d,source verified,small_business,7.48,0,6,0,0.0,22,10.0,rent,11.396391648714276
867871,current,21000,60,14.65,495.74,c,source verified,home_improvement,22.98,1,9,0,64.4,27,5.0,mortgage,11.184421397998193
891512,current,18000,60,15.96,437.35,c,verified,debt_consolidation,14.29,2,7,0,79.0,34,10.0,mortgage,11.643953727376633
992489,current,20000,60,17.58,503.32,d,verified,debt_consolidation,18.28,2,10,0,57.8,36,10.0,mortgage,11.678406004568156
992658,current,23000,60,17.58,578.81,d,verified,debt_consolidation,17.76,1,8,0,39.4,15,1.0,rent,10.915088464214607
992646,current,12000,60,8.9,248.52,a,not verified,credit_card,8.98,0,8,0,22.7,19,4.0,mortgage,10.819778284410283
992382,current,25000,60,18.25,638.25,d,source verified,other,17.43,3,12,0,92.2,20,7.0,mortgage,11.695247021764184
988058,current,30000,60,14.27,702.26,c,verified,debt_consolidation,17.43,0,13,0,49.6,23,6.0,rent,11.289781913656018
992222,current,25000,60,13.49,575.12,c,verified,debt_consolidation,19.97,0,4,0,62.6,12,3.0,own,10.819778284410283
991309,current,12500,60,16.77,309.12,d,source verified,debt_consolidation,19.31,3,14,1,55.1,30,5.0,mortgage,10.645424897265505
984541,current,21725,60,13.49,499.78,c,verified,debt_consolidation,25.04,4,10,0,58.1,36,4.0,mortgage,11.144756141605761
988112,current,15000,60,8.9,310.65,a,verified,other,8.2,0,7,0,0.0,20,8.0,rent,11.06663836234181
894834,current,4800,60,19.91,126.94,e,verified,debt_consolidation,24.61,1,12,0,99.6,23,2.0,own,10.621327345686446
990626,current,15000,60,12.69,338.93,b,not verified,debt_consolidation,11.24,1,17,0,36.8,46,3.0,mortgage,10.703244468154331
990329,current,35000,60,17.58,880.8,d,verified,other,16.49,0,6,0,89.1,25,3.0,rent,11.082142548877775
959260,current,14400,60,19.42,376.88,e,not verified,credit_card,9.23,0,16,0,60.7,38,8.0,mortgage,11.138959023921435
990054,current,12000,60,19.03,311.49,e,not verified,major_purchase,20.97,1,8,0,32.5,15,3.0,rent,10.586584397242571
990073,current,30000,60,20.89,809.75,f,verified,small_business,15.33,0,7,0,73.8,7,1.0,mortgage,11.156250521031495
990008,current,14000,60,15.96,340.16,c,source verified,house,6.89,2,15,0,21.0,32,6.0,mortgage,11.156250521031495
989968,current,35000,60,11.71,773.44,b,verified,debt_consolidation,19.87,0,10,0,34.2,32,10.0,mortgage,11.225243392518447
987401,current,11100,60,8.9,229.88,a,source verified,debt_consolidation,21.23,0,16,0,40.6,39,10.0,mortgage,11.354586024521515
915455,current,12000,60,17.27,299.98,d,not verified,car,16.83,1,7,0,87.3,12,2.0,mortgage,11.407564949312402
980473,current,29175,60,18.25,744.83,d,verified,moving,16.7,1,7,0,46.9,17,2.0,mortgage,10.968198289528557
987923,current,18000,60,11.71,397.77,b,source verified,debt_consolidation,12.54,0,5,0,41.4,22,10.0,mortgage,11.289781913656018
988489,current,5000,60,20.89,134.96,f,not verified,other,17.95,0,13,0,98.8,27,7.0,mortgage,11.211820372186306
988469,current,6000,60,15.96,145.79,c,source verified,debt_consolidation,8.93,1,7,0,66.6,11,10.0,rent,10.584055950889214
922186,current,35000,60,11.71,773.44,b,source verified,debt_consolidation,11.4,0,10,0,15.0,29,10.0,mortgage,11.695247021764184
979317,current,18800,60,12.42,422.2,b,verified,home_improvement,8.35,1,9,0,8.7,18,2.0,rent,11.198214720130528
988132,current,12000,60,12.69,271.14,b,not verified,home_improvement,5.22,4,5,0,44.6,24,8.0,mortgage,11.512925464970229
987707,current,28000,60,14.65,660.99,c,source verified,debt_consolidation,12.03,1,16,0,60.4,45,10.0,mortgage,11.918390573078392
875856,current,12600,60,14.27,294.95,c,source verified,debt_consolidation,15.71,0,9,0,25.9,34,10.0,mortgage,11.082142548877775
966769,current,25875,60,23.13,731.37,g,verified,credit_card,21.64,1,14,0,95.4,24,10.0,mortgage,11.407564949312402
987843,current,25000,60,11.71,552.46,b,verified,debt_consolidation,14.98,1,14,0,27.3,30,10.0,mortgage,11.440354772135393
986180,current,32875,60,15.96,798.76,c,verified,small_business,22.5,1,8,0,72.1,29,5.0,mortgage,11.002099841204238
976982,current,12500,60,9.91,265.04,b,source verified,small_business,17.09,1,6,0,10.9,14,1.0,mortgage,10.645424897265505
987291,current,16275,60,12.69,367.73,b,source verified,debt_consolidation,27.79,1,11,0,45.7,25,10.0,mortgage,10.819778284410283
987383,current,16500,60,14.27,386.24,c,source verified,debt_consolidation,11.9,3,7,0,90.9,21,3.0,mortgage,10.766377507683169
986885,current,5750,60,14.27,134.6,c,verified,debt_consolidation,19.27,0,10,0,48.6,14,9.0,mortgage,11.112447898373103
986347,current,20000,60,19.42,523.45,e,verified,debt_consolidation,15.57,1,12,0,71.4,18,3.0,rent,10.624872274507313
986814,current,30000,60,12.42,673.72,b,verified,debt_consolidation,19.88,0,7,0,55.6,22,10.0,rent,10.82774645405946
981365,current,19200,60,17.58,483.18,d,verified,credit_card,10.47,0,10,0,54.1,14,1.0,mortgage,11.289781913656018
986641,current,30000,60,13.49,690.15,c,verified,debt_consolidation,15.96,1,16,0,30.0,42,1.0,mortgage,11.813030057420567
889802,current,23275,60,10.65,502.01,b,verified,debt_consolidation,18.99,0,9,0,51.5,26,10.0,rent,10.867539347808544
986291,current,8000,60,19.42,209.38,e,verified,small_business,11.38,1,11,0,39.1,18,6.0,rent,11.532728092266408
986049,current,12000,60,9.91,254.44,b,not verified,debt_consolidation,16.18,0,4,0,10.0,23,9.0,mortgage,11.184421397998193
892029,current,3350,60,12.42,75.24,b,verified,debt_consolidation,11.42,1,6,0,32.4,19,5.0,mortgage,10.668862367092954
985708,current,5000,60,17.58,125.83,d,verified,debt_consolidation,12.47,1,6,0,16.6,15,10.0,rent,11.06663836234181
985705,current,7075,60,12.42,158.89,b,verified,other,12.82,0,5,0,94.5,12,9.0,rent,10.181119289134408
985311,current,26200,60,22.74,734.69,g,verified,debt_consolidation,17.77,3,10,0,56.8,25,4.0,rent,10.858998997563564
985475,current,16200,60,12.42,363.81,b,verified,debt_consolidation,23.19,0,5,0,76.7,24,3.0,rent,11.156250521031495
979592,current,5000,60,14.65,118.04,c,not verified,debt_consolidation,18.1,1,10,0,53.0,18,1.0,rent,10.491274217438248
982209,current,30000,60,16.77,741.88,d,verified,home_improvement,0.95,0,6,0,0.0,18,10.0,mortgage,11.3850466378818
879982,current,25000,60,14.27,585.22,c,source verified,debt_consolidation,15.68,0,8,0,93.3,21,10.0,mortgage,11.976659481202368
984397,current,10000,60,14.27,234.09,c,not verified,car,12.74,2,9,0,76.5,21,2.0,mortgage,11.385092093460344
985276,current,4500,60,18.25,114.89,d,not verified,small_business,9.76,0,4,0,58.9,5,1.0,rent,11.002099841204238
985275,current,13000,60,14.27,304.32,c,verified,debt_consolidation,9.69,0,14,0,73.1,27,1.0,mortgage,12.100712129872347
934482,current,13000,60,17.27,324.98,d,verified,debt_consolidation,12.03,1,8,0,76.8,12,10.0,rent,10.51867319162636
984837,current,15000,60,18.25,382.95,d,source verified,home_improvement,7.13,0,13,0,57.0,34,3.0,mortgage,12.388394202324129
984775,current,20000,60,17.58,503.32,d,source verified,debt_consolidation,18.45,0,10,0,92.2,14,4.0,rent,10.839580911706463
984968,current,35000,60,11.71,773.44,b,verified,home_improvement,2.68,0,5,0,7.3,17,3.0,mortgage,11.2708539037705
875065,current,15000,60,18.64,386.15,e,not verified,debt_consolidation,21.0,0,17,0,32.1,39,10.0,mortgage,10.692035817859326
980072,current,12000,60,12.69,271.14,b,source verified,home_improvement,9.13,0,8,0,4.7,21,3.0,mortgage,10.668862367092954
984182,current,16800,60,9.91,356.21,b,verified,debt_consolidation,16.97,1,13,0,28.7,37,9.0,mortgage,10.799575577092764
919270,current,35000,60,19.42,916.03,e,verified,credit_card,20.79,2,8,0,65.0,25,10.0,mortgage,11.608235644774552
983843,current,13500,60,16.77,333.85,d,verified,debt_consolidation,24.01,2,12,0,68.8,30,7.0,rent,11.024643805639132
936437,current,20000,60,14.65,472.14,c,verified,debt_consolidation,26.4,3,12,0,67.5,36,1.0,mortgage,11.082142548877775
